c_symbol,python_class,method,owning_class,binding_kind
TGAttrObject_LookupAttrValue,SortedRegionMenuPtr,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,SortedRegionMenuPtr,LookupLocalAttrValue,TGTemplatedAttrObject,direct
TGUIObject_LostFocus,SortedRegionMenuPtr,LostFocus,TGUIObject,direct
TGUIObject_LostTrueFocus,SortedRegionMenuPtr,LostTrueFocus,TGUIObject,direct
TGUIObject_LostTrueFocusPath,SortedRegionMenuPtr,LostTrueFocusPath,TGUIObject,direct
TGUIObject_MouseEntered,SortedRegionMenuPtr,MouseEntered,TGUIObject,direct
TGUIObject_MouseExited,SortedRegionMenuPtr,MouseExited,TGUIObject,direct
TGUIObject_Move,SortedRegionMenuPtr,Move,TGUIObject,direct
TGPane_MoveFocus,SortedRegionMenuPtr,MoveFocus,TGPane,direct
TGPane_MoveToBack,SortedRegionMenuPtr,MoveToBack,TGPane,direct
TGPane_MoveToFront,SortedRegionMenuPtr,MoveToFront,TGPane,direct
TGPane_MoveTowardsBack,SortedRegionMenuPtr,MoveTowardsBack,TGPane,direct
TGPane_MoveTowardsFront,SortedRegionMenuPtr,MoveTowardsFront,TGPane,direct
STMenu_Open,SortedRegionMenuPtr,Open,STMenu,direct
TGPane_PrependChild,SortedRegionMenuPtr,PrependChild,TGPane,direct
TGUIObject_Print,SortedRegionMenuPtr,Print,TGUIObject,direct
TGEventHandlerObject_ProcessEvent,SortedRegionMenuPtr,ProcessEvent,TGEventHandlerObject,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,SortedRegionMenuPtr,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,SortedRegionMenuPtr,RemoveAttr,TGAttrObject,direct
TGPane_RemoveChild,SortedRegionMenuPtr,RemoveChild,TGPane,direct
TGEventHandlerObject_RemoveHandlerForInstance,SortedRegionMenuPtr,RemoveHandlerForInstance,TGEventHandlerObject,direct
STMenu_RemoveItem,SortedRegionMenuPtr,RemoveItem,STMenu,direct
STMenu_RemoveItemW,SortedRegionMenuPtr,RemoveItemW,STMenu,direct
STMenu_ResetColorScheme,SortedRegionMenuPtr,ResetColorScheme,STMenu,direct
TGUIObject_Resize,SortedRegionMenuPtr,Resize,TGUIObject,direct
STMenu_ResizeToContents,SortedRegionMenuPtr,ResizeToContents,STMenu,direct
STMenu_SendActivationEvent,SortedRegionMenuPtr,SendActivationEvent,STMenu,direct
STMenu_SetActivationEvent,SortedRegionMenuPtr,SetActivationEvent,STMenu,direct
TGUIObject_SetAlwaysHandleEvents,SortedRegionMenuPtr,SetAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetAlwaysHandleEventsFlag,SortedRegionMenuPtr,SetAlwaysHandleEventsFlag,TGUIObject,direct
TGAttrObject_SetAttrInt,SortedRegionMenuPtr,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,SortedRegionMenuPtr,SetAttrValue,TGAttrObject,direct
STMenu_SetAutoChoose,SortedRegionMenuPtr,SetAutoChoose,STMenu,direct
TGUIObject_SetBatchChildPolys,SortedRegionMenuPtr,SetBatchChildPolys,TGUIObject,direct
TGUIObject_SetBatchChildPolysFlag,SortedRegionMenuPtr,SetBatchChildPolysFlag,TGUIObject,direct
TGUIObject_SetBounds,SortedRegionMenuPtr,SetBounds,TGUIObject,direct
STMenu_SetChosen,SortedRegionMenuPtr,SetChosen,STMenu,direct
STMenu_SetClickedOnce,SortedRegionMenuPtr,SetClickedOnce,STMenu,direct
STMenu_SetCloseable,SortedRegionMenuPtr,SetCloseable,STMenu,direct
TGUIObject_SetDisabled,SortedRegionMenuPtr,SetDisabled,TGUIObject,direct
TGUIObject_SetEnabled,SortedRegionMenuPtr,SetEnabled,TGUIObject,direct
TGUIObject_SetEnabledFlag,SortedRegionMenuPtr,SetEnabledFlag,TGUIObject,direct
SortedRegionMenu_SetEpisodeName,SortedRegionMenuPtr,SetEpisodeName,SortedRegionMenu,direct
TGUIObject_SetExclusive,SortedRegionMenuPtr,SetExclusive,TGUIObject,direct
TGUIObject_SetExclusiveFlag,SortedRegionMenuPtr,SetExclusiveFlag,TGUIObject,direct
TGPane_SetFocus,SortedRegionMenuPtr,SetFocus,TGPane,direct
TGUIObject_SetHighlighted,SortedRegionMenuPtr,SetHighlighted,TGUIObject,direct
TGUIObject_SetHighlightedFlag,SortedRegionMenuPtr,SetHighlightedFlag,TGUIObject,direct
TGWindow_SetIndent,SortedRegionMenuPtr,SetIndent,TGWindow,direct
SortedRegionMenu_SetMissionName,SortedRegionMenuPtr,SetMissionName,SortedRegionMenu,direct
STMenu_SetName,SortedRegionMenuPtr,SetName,STMenu,direct
TGUIObject_SetNoFocus,SortedRegionMenuPtr,SetNoFocus,TGUIObject,direct
TGUIObject_SetNoFocusFlag,SortedRegionMenuPtr,SetNoFocusFlag,TGUIObject,direct
TGUIObject_SetNoSkipParent,SortedRegionMenuPtr,SetNoSkipParent,TGUIObject,direct
TGUIObject_SetNotAlwaysHandleEvents,SortedRegionMenuPtr,SetNotAlwaysHandleEvents,TGUIObject,direct
TGUIObject_SetNotBatchChildPolys,SortedRegionMenuPtr,SetNotBatchChildPolys,TGUIObject,direct
STMenu_SetNotCloseable,SortedRegionMenuPtr,SetNotCloseable,STMenu,direct
TGUIObject_SetNotExclusive,SortedRegionMenuPtr,SetNotExclusive,TGUIObject,direct
TGUIObject_SetNotHighlighted,SortedRegionMenuPtr,SetNotHighlighted,TGUIObject,direct
TGUIObject_SetNotNoFocus,SortedRegionMenuPtr,SetNotNoFocus,TGUIObject,direct
STMenu_SetNotOpenable,SortedRegionMenuPtr,SetNotOpenable,STMenu,direct
TGUIObject_SetNotSelected,SortedRegionMenuPtr,SetNotSelected,TGUIObject,direct
TGUIObject_SetNotUseParentBatch,SortedRegionMenuPtr,SetNotUseParentBatch,TGUIObject,direct
TGUIObject_SetNotVisible,SortedRegionMenuPtr,SetNotVisible,TGUIObject,direct
STMenu_SetOpenable,SortedRegionMenuPtr,SetOpenable,STMenu,direct
STMenu_SetOpened,SortedRegionMenuPtr,SetOpened,STMenu,direct
TGUIObject_SetParent,SortedRegionMenuPtr,SetParent,TGUIObject,direct
SortedRegionMenu_SetPlacementName,SortedRegionMenuPtr,SetPlacementName,SortedRegionMenu,direct
TGUIObject_SetPosition,SortedRegionMenuPtr,SetPosition,TGUIObject,direct
SortedRegionMenu_SetRegionName,SortedRegionMenuPtr,SetRegionName,SortedRegionMenu,direct
TGUIObject_SetSelected,SortedRegionMenuPtr,SetSelected,TGUIObject,direct
TGUIObject_SetSelectedFlag,SortedRegionMenuPtr,SetSelectedFlag,TGUIObject,direct
STMenu_SetSingleClick,SortedRegionMenuPtr,SetSingleClick,STMenu,direct
TGUIObject_SetSkipParent,SortedRegionMenuPtr,SetSkipParent,TGUIObject,direct
TGUIObject_SetSkipParentFlag,SortedRegionMenuPtr,SetSkipParentFlag,TGUIObject,direct
STMenu_SetTwoClicks,SortedRegionMenuPtr,SetTwoClicks,STMenu,direct
STMenu_SetUseEndCapSpace,SortedRegionMenuPtr,SetUseEndCapSpace,STMenu,direct
SortedRegionMenu_SetUseLargeLoadingScreen,SortedRegionMenuPtr,SetUseLargeLoadingScreen,SortedRegionMenu,direct
TGUIObject_SetUseParentBatch,SortedRegionMenuPtr,SetUseParentBatch,TGUIObject,direct
TGUIObject_SetUseParentBatchFlag,SortedRegionMenuPtr,SetUseParentBatchFlag,TGUIObject,direct
STMenu_SetUseUIHeight,SortedRegionMenuPtr,SetUseUIHeight,STMenu,direct
TGUIObject_SetVisible,SortedRegionMenuPtr,SetVisible,TGUIObject,direct
TGUIObject_SetVisibleFlag,SortedRegionMenuPtr,SetVisibleFlag,TGUIObject,direct
SortedRegionMenu_SetWarpToHere,SortedRegionMenuPtr,SetWarpToHere,SortedRegionMenu,direct
TGUIObject_ToggleAlwaysHandleEvents,SortedRegionMenuPtr,ToggleAlwaysHandleEvents,TGUIObject,direct
TGUIObject_ToggleBatchChildPolys,SortedRegionMenuPtr,ToggleBatchChildPolys,TGUIObject,direct
TGUIObject_ToggleEnabled,SortedRegionMenuPtr,ToggleEnabled,TGUIObject,direct
TGUIObject_ToggleExclusive,SortedRegionMenuPtr,ToggleExclusive,TGUIObject,direct
TGUIObject_ToggleHighlighted,SortedRegionMenuPtr,ToggleHighlighted,TGUIObject,direct
TGUIObject_ToggleNoFocus,SortedRegionMenuPtr,ToggleNoFocus,TGUIObject,direct
TGUIObject_ToggleSelected,SortedRegionMenuPtr,ToggleSelected,TGUIObject,direct
TGUIObject_ToggleSkipParent,SortedRegionMenuPtr,ToggleSkipParent,TGUIObject,direct
TGUIObject_ToggleUseParentBatch,SortedRegionMenuPtr,ToggleUseParentBatch,TGUIObject,direct
TGUIObject_ToggleVisible,SortedRegionMenuPtr,ToggleVisible,TGUIObject,direct
STMenu_UseFullTitleBar,SortedRegionMenuPtr,UseFullTitleBar,STMenu,direct
CameraObjectClass_AddModeHierarchy,SpaceCamera,AddModeHierarchy,CameraObjectClass,direct
CameraObjectClass_AddNamedCameraMode,SpaceCamera,AddNamedCameraMode,CameraObjectClass,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,SpaceCamera,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,SpaceCamera,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
BaseObjectClass_AlignToVectors,SpaceCamera,AlignToVectors,BaseObjectClass,direct
BaseObjectClass_AttachObject,SpaceCamera,AttachObject,BaseObjectClass,direct
TGEventHandlerObject_CallNextHandler,SpaceCamera,CallNextHandler,TGEventHandlerObject,direct
TGObject_Destroy,SpaceCamera,Destroy,TGObject,direct
BaseObjectClass_DetachObject,SpaceCamera,DetachObject,BaseObjectClass,direct
GetAnimNode,SpaceCamera,GetAnimNode,,python_wrapper
TGAttrObject_GetAttrInt,SpaceCamera,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,SpaceCamera,GetAttrValue,TGAttrObject,direct
GetContainingSet,SpaceCamera,GetContainingSet,,python_wrapper
GetCurrentCameraMode,SpaceCamera,GetCurrentCameraMode,,python_wrapper
GetDisplayName,SpaceCamera,GetDisplayName,,python_wrapper
BaseObjectClass_GetName,SpaceCamera,GetName,BaseObjectClass,direct
GetNamedCameraMode,SpaceCamera,GetNamedCameraMode,,python_wrapper
GetNiFrustum,SpaceCamera,GetNiFrustum,,python_wrapper
GetNiObject,SpaceCamera,GetNiObject,,python_wrapper
GetNode,SpaceCamera,GetNode,,python_wrapper
TGObject_GetObjID,SpaceCamera,GetObjID,TGObject,direct
TGObject_GetObjType,SpaceCamera,GetObjType,TGObject,direct
GetRotation,SpaceCamera,GetRotation,,python_wrapper
BaseObjectClass_GetScale,SpaceCamera,GetScale,BaseObjectClass,direct
GetTranslate,SpaceCamera,GetTranslate,,python_wrapper
GetWorldBackwardTG,SpaceCamera,GetWorldBackwardTG,,python_wrapper
GetWorldDownTG,SpaceCamera,GetWorldDownTG,,python_wrapper
GetWorldForward,SpaceCamera,GetWorldForward,,python_wrapper
GetWorldForwardTG,SpaceCamera,GetWorldForwardTG,,python_wrapper
GetWorldLeftTG,SpaceCamera,GetWorldLeftTG,,python_wrapper
GetWorldLocation,SpaceCamera,GetWorldLocation,,python_wrapper
GetWorldRight,SpaceCamera,GetWorldRight,,python_wrapper
GetWorldRightTG,SpaceCamera,GetWorldRightTG,,python_wrapper
GetWorldRotation,SpaceCamera,GetWorldRotation,,python_wrapper
GetWorldUp,SpaceCamera,GetWorldUp,,python_wrapper
GetWorldUpTG,SpaceCamera,GetWorldUpTG,,python_wrapper
BaseObjectClass_IsHidden,SpaceCamera,IsHidden,BaseObjectClass,direct
SpaceCamera_IsSpaceDustEnabled,SpaceCamera,IsSpaceDustEnabled,SpaceCamera,direct
TGObject_IsTypeOf,SpaceCamera,IsTypeOf,TGObject,direct
CameraObjectClass_LookToward,SpaceCamera,LookToward,CameraObjectClass,direct
TGAttrObject_LookupAttrInt,SpaceCamera,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,SpaceCamera,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,SpaceCamera,LookupLocalAttrValue,TGTemplatedAttrObject,direct
CameraObjectClass_PopCameraMode,SpaceCamera,PopCameraMode,CameraObjectClass,direct
TGObject_Print,SpaceCamera,Print,TGObject,direct
TGEventHandlerObject_ProcessEvent,SpaceCamera,ProcessEvent,TGEventHandlerObject,direct
CameraObjectClass_PushCameraMode,SpaceCamera,PushCameraMode,CameraObjectClass,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,SpaceCamera,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,SpaceCamera,RemoveAttr,TGAttrObject,direct
TGEventHandlerObject_RemoveHandlerForInstance,SpaceCamera,RemoveHandlerForInstance,TGEventHandlerObject,direct
BaseObjectClass_Rotate,SpaceCamera,Rotate,BaseObjectClass,direct
BaseObjectClass_SetAngleAxisRotation,SpaceCamera,SetAngleAxisRotation,BaseObjectClass,direct
TGAttrObject_SetAttrInt,SpaceCamera,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,SpaceCamera,SetAttrValue,TGAttrObject,direct
BaseObjectClass_SetDeleteMe,SpaceCamera,SetDeleteMe,BaseObjectClass,direct
BaseObjectClass_SetDisplayName,SpaceCamera,SetDisplayName,BaseObjectClass,direct
CameraObjectClass_SetFrustum,SpaceCamera,SetFrustum,CameraObjectClass,direct
CameraObjectClass_SetFrustumValues,SpaceCamera,SetFrustumValues,CameraObjectClass,direct
BaseObjectClass_SetHidden,SpaceCamera,SetHidden,BaseObjectClass,direct
BaseObjectClass_SetMatrixRotation,SpaceCamera,SetMatrixRotation,BaseObjectClass,direct
BaseObjectClass_SetName,SpaceCamera,SetName,BaseObjectClass,direct
CameraObjectClass_SetNearAndFarDistance,SpaceCamera,SetNearAndFarDistance,CameraObjectClass,direct
CameraObjectClass_SetNiFrustum,SpaceCamera,SetNiFrustum,CameraObjectClass,direct
BaseObjectClass_SetScale,SpaceCamera,SetScale,BaseObjectClass,direct
SpaceCamera_SetSpaceDustForCamera,SpaceCamera,SetSpaceDustForCamera,SpaceCamera,direct
BaseObjectClass_SetTranslate,SpaceCamera,SetTranslate,BaseObjectClass,direct
BaseObjectClass_SetTranslateXYZ,SpaceCamera,SetTranslateXYZ,BaseObjectClass,direct
BaseObjectClass_Update,SpaceCamera,Update,BaseObjectClass,direct
BaseObjectClass_UpdateNodeOnly,SpaceCamera,UpdateNodeOnly,BaseObjectClass,direct
CameraObjectClass_Zoom,SpaceCamera,Zoom,CameraObjectClass,direct
CameraObjectClass_AddModeHierarchy,SpaceCameraPtr,AddModeHierarchy,CameraObjectClass,direct
CameraObjectClass_AddNamedCameraMode,SpaceCameraPtr,AddNamedCameraMode,CameraObjectClass,direct
TGEventHandlerObject_AddPythonFuncHandlerForInstance,SpaceCameraPtr,AddPythonFuncHandlerForInstance,TGEventHandlerObject,direct
TGEventHandlerObject_AddPythonMethodHandlerForInstance,SpaceCameraPtr,AddPythonMethodHandlerForInstance,TGEventHandlerObject,direct
BaseObjectClass_AlignToVectors,SpaceCameraPtr,AlignToVectors,BaseObjectClass,direct
BaseObjectClass_AttachObject,SpaceCameraPtr,AttachObject,BaseObjectClass,direct
TGEventHandlerObject_CallNextHandler,SpaceCameraPtr,CallNextHandler,TGEventHandlerObject,direct
TGObject_Destroy,SpaceCameraPtr,Destroy,TGObject,direct
BaseObjectClass_DetachObject,SpaceCameraPtr,DetachObject,BaseObjectClass,direct
GetAnimNode,SpaceCameraPtr,GetAnimNode,,python_wrapper
TGAttrObject_GetAttrInt,SpaceCameraPtr,GetAttrInt,TGAttrObject,direct
TGAttrObject_GetAttrValue,SpaceCameraPtr,GetAttrValue,TGAttrObject,direct
GetContainingSet,SpaceCameraPtr,GetContainingSet,,python_wrapper
GetCurrentCameraMode,SpaceCameraPtr,GetCurrentCameraMode,,python_wrapper
GetDisplayName,SpaceCameraPtr,GetDisplayName,,python_wrapper
BaseObjectClass_GetName,SpaceCameraPtr,GetName,BaseObjectClass,direct
GetNamedCameraMode,SpaceCameraPtr,GetNamedCameraMode,,python_wrapper
GetNiFrustum,SpaceCameraPtr,GetNiFrustum,,python_wrapper
GetNiObject,SpaceCameraPtr,GetNiObject,,python_wrapper
GetNode,SpaceCameraPtr,GetNode,,python_wrapper
TGObject_GetObjID,SpaceCameraPtr,GetObjID,TGObject,direct
TGObject_GetObjType,SpaceCameraPtr,GetObjType,TGObject,direct
GetRotation,SpaceCameraPtr,GetRotation,,python_wrapper
BaseObjectClass_GetScale,SpaceCameraPtr,GetScale,BaseObjectClass,direct
GetTranslate,SpaceCameraPtr,GetTranslate,,python_wrapper
GetWorldBackwardTG,SpaceCameraPtr,GetWorldBackwardTG,,python_wrapper
GetWorldDownTG,SpaceCameraPtr,GetWorldDownTG,,python_wrapper
GetWorldForward,SpaceCameraPtr,GetWorldForward,,python_wrapper
GetWorldForwardTG,SpaceCameraPtr,GetWorldForwardTG,,python_wrapper
GetWorldLeftTG,SpaceCameraPtr,GetWorldLeftTG,,python_wrapper
GetWorldLocation,SpaceCameraPtr,GetWorldLocation,,python_wrapper
GetWorldRight,SpaceCameraPtr,GetWorldRight,,python_wrapper
GetWorldRightTG,SpaceCameraPtr,GetWorldRightTG,,python_wrapper
GetWorldRotation,SpaceCameraPtr,GetWorldRotation,,python_wrapper
GetWorldUp,SpaceCameraPtr,GetWorldUp,,python_wrapper
GetWorldUpTG,SpaceCameraPtr,GetWorldUpTG,,python_wrapper
BaseObjectClass_IsHidden,SpaceCameraPtr,IsHidden,BaseObjectClass,direct
SpaceCamera_IsSpaceDustEnabled,SpaceCameraPtr,IsSpaceDustEnabled,SpaceCamera,direct
TGObject_IsTypeOf,SpaceCameraPtr,IsTypeOf,TGObject,direct
CameraObjectClass_LookToward,SpaceCameraPtr,LookToward,CameraObjectClass,direct
TGAttrObject_LookupAttrInt,SpaceCameraPtr,LookupAttrInt,TGAttrObject,direct
TGAttrObject_LookupAttrValue,SpaceCameraPtr,LookupAttrValue,TGAttrObject,direct
TGTemplatedAttrObject_LookupLocalAttrValue,SpaceCameraPtr,LookupLocalAttrValue,TGTemplatedAttrObject,direct
CameraObjectClass_PopCameraMode,SpaceCameraPtr,PopCameraMode,CameraObjectClass,direct
TGObject_Print,SpaceCameraPtr,Print,TGObject,direct
TGEventHandlerObject_ProcessEvent,SpaceCameraPtr,ProcessEvent,TGEventHandlerObject,direct
CameraObjectClass_PushCameraMode,SpaceCameraPtr,PushCameraMode,CameraObjectClass,direct
TGEventHandlerObject_RemoveAllInstanceHandlers,SpaceCameraPtr,RemoveAllInstanceHandlers,TGEventHandlerObject,direct
TGAttrObject_RemoveAttr,SpaceCameraPtr,RemoveAttr,TGAttrObject,direct
TGEventHandlerObject_RemoveHandlerForInstance,SpaceCameraPtr,RemoveHandlerForInstance,TGEventHandlerObject,direct
BaseObjectClass_Rotate,SpaceCameraPtr,Rotate,BaseObjectClass,direct
BaseObjectClass_SetAngleAxisRotation,SpaceCameraPtr,SetAngleAxisRotation,BaseObjectClass,direct
TGAttrObject_SetAttrInt,SpaceCameraPtr,SetAttrInt,TGAttrObject,direct
TGAttrObject_SetAttrValue,SpaceCameraPtr,SetAttrValue,TGAttrObject,direct
BaseObjectClass_SetDeleteMe,SpaceCameraPtr,SetDeleteMe,BaseObjectClass,direct
BaseObjectClass_SetDisplayName,SpaceCameraPtr,SetDisplayName,BaseObjectClass,direct
CameraObjectClass_SetFrustum,SpaceCameraPtr,SetFrustum,CameraObjectClass,direct
CameraObjectClass_SetFrustumValues,SpaceCameraPtr,SetFrustumValues,CameraObjectClass,direct
BaseObjectClass_SetHidden,SpaceCameraPtr,SetHidden,BaseObjectClass,direct
BaseObjectClass_SetMatrixRotation,SpaceCameraPtr,SetMatrixRotation,BaseObjectClass,direct
BaseObjectClass_SetName,SpaceCameraPtr,SetName,BaseObjectClass,direct
CameraObjectClass_SetNearAndFarDistance,SpaceCameraPtr,SetNearAndFarDistance,CameraObjectClass,direct
CameraObjectClass_SetNiFrustum,SpaceCameraPtr,SetNiFrustum,CameraObjectClass,direct
BaseObjectClass_SetScale,SpaceCameraPtr,SetScale,BaseObjectClass,direct
SpaceCamera_SetSpaceDustForCamera,SpaceCameraPtr,SetSpaceDustForCamera,SpaceCamera,direct
BaseObjectClass_SetTranslate,SpaceCameraPtr,SetTranslate,BaseObjectClass,direct
BaseObjectClass_SetTranslateXYZ,SpaceCameraPtr,SetTranslateXYZ,BaseObjectClass,direct
BaseObjectClass_Update,SpaceCameraPtr,Update,BaseObjectClass,direct
BaseObjectClass_UpdateNodeOnly,SpaceCameraPtr,UpdateNodeOnly,BaseObjectClass,direct
CameraObjectClass_Zoom,SpaceCameraPtr,Zoom,CameraObjectClass,direct
TGModelProperty_DecRefCount,SparkEmitterProperty,DecRefCount,TGModelProperty,direct
TGObject_Destroy,SparkEmitterProperty,Destroy,TGObject,direct
Duplicate,SparkEmitterProperty,Duplicate,,python_wrapper
TGModelProperty_Edit,SparkEmitterProperty,Edit,TGModelProperty,direct
GetForward,SparkEmitterProperty,GetForward,,python_wrapper
GetName,SparkEmitterProperty,GetName,,python_wrapper
TGObject_GetObjID,SparkEmitterProperty,GetObjID,TGObject,direct
TGObject_GetObjType,SparkEmitterProperty,GetObjType,TGObject,direct
GetPosition,SparkEmitterProperty,GetPosition,,python_wrapper
TGModelProperty_GetRefCount,SparkEmitterProperty,GetRefCount,TGModelProperty,direct
GetRight,SparkEmitterProperty,GetRight,,python_wrapper
GetUp,SparkEmitterProperty,GetUp,,python_wrapper
TGModelProperty_IncRefCount,SparkEmitterProperty,IncRefCount,TGModelProperty,direct
TGObject_IsTypeOf,SparkEmitterProperty,IsTypeOf,TGObject,direct
TGObject_Print,SparkEmitterProperty,Print,TGObject,direct
TGModelProperty_SetName,SparkEmitterProperty,SetName,TGModelProperty,direct
TGModelProperty_SetNameW,SparkEmitterProperty,SetNameW,TGModelProperty,direct
PositionOrientationProperty_SetOrientation,SparkEmitterProperty,SetOrientation,PositionOrientationProperty,direct
PositionOrientationProperty_SetPosition,SparkEmitterProperty,SetPosition,PositionOrientationProperty,direct
TGModelProperty_WriteInit,SparkEmitterProperty,WriteInit,TGModelProperty,direct
TGModelProperty_DecRefCount,SparkEmitterPropertyPtr,DecRefCount,TGModelProperty,direct
TGObject_Destroy,SparkEmitterPropertyPtr,Destroy,TGObject,direct
Duplicate,SparkEmitterPropertyPtr,Duplicate,,python_wrapper
TGModelProperty_Edit,SparkEmitterPropertyPtr,Edit,TGModelProperty,direct
GetForward,SparkEmitterPropertyPtr,GetForward,,python_wrapper
GetName,SparkEmitterPropertyPtr,GetName,,python_wrapper
TGObject_GetObjID,SparkEmitterPropertyPtr,GetObjID,TGObject,direct
TGObject_GetObjType,SparkEmitterPropertyPtr,GetObjType,TGObject,direct
GetPosition,SparkEmitterPropertyPtr,GetPosition,,python_wrapper
TGModelProperty_GetRefCount,SparkEmitterPropertyPtr,GetRefCount,TGModelProperty,direct
GetRight,SparkEmitterPropertyPtr,GetRight,,python_wrapper
GetUp,SparkEmitterPropertyPtr,GetUp,,python_wrapper
TGModelProperty_IncRefCount,SparkEmitterPropertyPtr,IncRefCount,TGModelProperty,direct
TGObject_IsTypeOf,SparkEmitterPropertyPtr,IsTypeOf,TGObject,direct
TGObject_Print,SparkEmitterPropertyPtr,Print,TGObject,direct
TGModelProperty_SetName,SparkEmitterPropertyPtr,SetName,TGModelProperty,direct
TGModelProperty_SetNameW,SparkEmitterPropertyPtr,SetNameW,TGModelProperty,direct
PositionOrientationProperty_SetOrientation,SparkEmitterPropertyPtr,SetOrientation,PositionOrientationProperty,direct
PositionOrientationProperty_SetPosition,SparkEmitterPropertyPtr,SetPosition,PositionOrientationProperty,direct
TGModelProperty_WriteInit,SparkEmitterPropertyPtr,WriteInit,TGModelProperty,direct
EffectController_AddAlphaKey,SparkParticleController,AddAlphaKey,EffectController,direct
EffectController_AddColorKey,SparkParticleController,AddColorKey,EffectController,direct
EffectController_AddSizeKey,SparkParticleController,AddSizeKey,EffectController,direct
EffectController_AttachEffect,SparkParticleController,AttachEffect,EffectController,direct
